SgnYear,AreaID,CountyName,PrefLevCity,Province,CountyCode,Loan,Deposit,SavingsDeposit
2000.0,20405331,舒城县,六安市,安徽省,341523,15.9,,13.32
2000.0,20405332,金寨县,六安市,安徽省,341524,11.06,,7.52
2000.0,20405339,利辛县,亳州市,安徽省,341623,17.22,,13.29
2000.0,20405344,石台县,池州市,安徽省,341722,2.59,,2.92
2000.0,20406102,茶陵县,株洲市,湖南省,430224,8.33,,8.58
2000.0,20406103,炎陵县,株洲市,湖南省,430225,2.66,,3.77
2000.0,20406232,新邵县,邵阳市,湖南省,430522,8.27,,10.21
2000.0,20406233,邵阳县,邵阳市,湖南省,430523,7.1,,8.33
2000.0,20406234,隆回县,邵阳市,湖南省,430524,13.46,,13.66
2000.0,20406235,洞口县,邵阳市,湖南省,430525,8.35,,10.0
2000.0,20406236,绥宁县,邵阳市,湖南省,430527,5.0,,7.2
2000.0,20406237,新宁县,邵阳市,湖南省,430528,4.91,,4.86
2000.0,20406238,城步苗族自治县,邵阳市,湖南省,430529,5.29,,2.75
2000.0,20406239,武冈市,邵阳市,湖南省,430581,6.76,,9.01
2000.0,20406248,平江县,岳阳市,湖南省,430626,13.81,,12.54
2000.0,20406260,石门县,常德市,湖南省,430726,17.4,,11.84
2000.0,20406266,慈利县,张家界市,湖南省,430821,15.62,,10.07
2000.0,20406267,桑植县,张家界市,湖南省,430822,7.52,,4.64
2000.0,20406178,安化县,益阳市,湖南省,430923,10.05,,15.63
2000.0,20406185,宜章县,郴州市,湖南省,431022,6.38,,13.21
2000.0,20406189,汝城县,郴州市,湖南省,431026,5.75,,5.32
2000.0,20406190,桂东县,郴州市,湖南省,431027,2.41,,3.03
2000.0,20406191,安仁县,郴州市,湖南省,431028,4.9,,5.97
2000.0,20406204,新田县,永州市,湖南省,431128,6.25,,6.39
2000.0,20406205,江华瑶族自治县,永州市,湖南省,431129,5.31,,5.47
2000.0,20406334,中方县,怀化市,湖南省,431221,0.97,,1.45
2000.0,20406335,沅陵县,怀化市,湖南省,431222,8.73,,8.87
2000.0,20406336,辰溪县,怀化市,湖南省,431223,7.85,,6.29
2000.0,20406337,溆浦县,怀化市,湖南省,431224,9.82,,8.84
2000.0,20406338,会同县,怀化市,湖南省,431225,5.12,,5.46
2000.0,20406339,麻阳苗族自治县,怀化市,湖南省,431226,4.3,,2.15
2000.0,20406340,新晃侗族自治县,怀化市,湖南省,431227,4.2,,3.87
2000.0,20406341,芷江侗族自治县,怀化市,湖南省,431228,5.57,,5.63
2000.0,20406342,靖州苗族侗族自治县,怀化市,湖南省,431229,5.05,,6.22
2000.0,20406343,通道侗族自治县,怀化市,湖南省,431230,2.17,,4.08
2000.0,20406349,新化县,娄底市,湖南省,431322,19.72,,17.73
2000.0,20406351,涟源市,娄底市,湖南省,431382,17.9,,17.74
2000.0,20406354,泸溪县,湘西土家族苗族自治州,湖南省,433122,4.48,,3.11
2000.0,20406355,凤凰县,湘西土家族苗族自治州,湖南省,433123,6.3,,3.9
2000.0,20406356,花垣县,湘西土家族苗族自治州,湖南省,433124,8.37,,2.83
2000.0,20406357,保靖县,湘西土家族苗族自治州,湖南省,433125,5.16,,2.81
2000.0,20406358,古丈县,湘西土家族苗族自治州,湖南省,433126,1.35,,1.48
2000.0,20406359,永顺县,湘西土家族苗族自治州,湖南省,433127,7.11,,5.09
2000.0,20406360,龙山县,湘西土家族苗族自治州,湖南省,433130,9.36,,4.44
2000.0,20407187,林周县,拉萨市,西藏自治区,540121,0.23,,
2000.0,20407188,当雄县,拉萨市,西藏自治区,540122,0.09,,0.09
2000.0,20407189,尼木县,拉萨市,西藏自治区,540123,0.1,,0.12
2000.0,20407193,墨竹工卡县,拉萨市,西藏自治区,540127,0.13,,0.1
2000.0,20407311,札达县,阿里地区,西藏自治区,542522,0.0,,0.11
2000.0,20407312,噶尔县,阿里地区,西藏自治区,542523,0.4,,
2000.0,20407313,日土县,阿里地区,西藏自治区,542524,0.04,,0.13
2000.0,20407315,改则县,阿里地区,西藏自治区,542526,0.07,,0.19
2000.0,20407316,措勤县,阿里地区,西藏自治区,542527,0.05,,0.06
2000.0,20407609,周至县,西安市,陕西省,610124,6.85,,9.41
2000.0,20406757,宜君县,铜川市,陕西省,610222,1.64,,1.17
2000.0,20406765,扶风县,宝鸡市,陕西省,610324,10.85,,13.18
2000.0,20406767,陇县,宝鸡市,陕西省,610327,3.65,,4.12
2000.0,20406768,千阳县,宝鸡市,陕西省,610328,1.96,,2.26
2000.0,20406868,麟游县,宝鸡市,陕西省,610329,1.31,,1.34
2000.0,20406870,太白县,宝鸡市,陕西省,610331,1.08,,2.08
2000.0,20407033,永寿县,咸阳市,陕西省,610426,2.37,,2.67
2000.0,20407035,长武县,咸阳市,陕西省,610428,1.6,,3.52
2000.0,20407036,旬邑县,咸阳市,陕西省,610429,3.27,,4.52
2000.0,20407037,淳化县,咸阳市,陕西省,610430,3.98,,2.64
2000.0,20407046,合阳县,渭南市,陕西省,610524,8.81,,6.97
2000.0,20407145,澄城县,渭南市,陕西省,610525,9.73,,11.16
2000.0,20407147,白水县,渭南市,陕西省,610527,4.93,,5.65
2000.0,20407221,富平县,渭南市,陕西省,610528,21.44,,15.82
2000.0,20407227,延长县,延安市,陕西省,610621,2.45,,2.8
2000.0,20407228,延川县,延安市,陕西省,610622,10.26,,3.39
2000.0,20407236,宜川县,延安市,陕西省,610630,2.06,,2.03
2000.0,20407243,城固县,汉中市,陕西省,610722,15.55,,13.93
2000.0,20407342,洋县,汉中市,陕西省,610723,11.56,,10.67
2000.0,20407417,西乡县,汉中市,陕西省,610724,7.58,,6.85
2000.0,20407418,勉县,汉中市,陕西省,610725,26.6,,14.19
2000.0,20407419,宁强县,汉中市,陕西省,610726,6.98,,4.99
2000.0,20407420,略阳县,汉中市,陕西省,610727,18.81,,8.14
2000.0,20407421,镇巴县,汉中市,陕西省,610728,3.45,,1.58
2000.0,20407422,留坝县,汉中市,陕西省,610729,1.21,,1.06
2000.0,20407423,佛坪县,汉中市,陕西省,610730,0.35,,0.76
2000.0,20407431,定边县,榆林市,陕西省,610825,4.01,,3.55
2000.0,20407432,绥德县,榆林市,陕西省,610826,4.74,,5.21
2000.0,20407433,米脂县,榆林市,陕西省,610827,1.92,,2.32
2000.0,20407434,佳县,榆林市,陕西省,610828,1.82,,1.49
2000.0,20407435,吴堡县,榆林市,陕西省,610829,0.75,,1.21
2000.0,20407436,清涧县,榆林市,陕西省,610830,2.66,,1.65
2000.0,20407437,子洲县,榆林市,陕西省,610831,0.98,,1.6
2000.0,20407441,汉阴县,安康市,陕西省,610921,3.59,,4.24
2000.0,20407614,石泉县,安康市,陕西省,610922,4.71,,2.35
2000.0,20407615,宁陕县,安康市,陕西省,610923,1.0,,1.42
2000.0,20407616,紫阳县,安康市,陕西省,610924,4.1,,2.99
2000.0,20407617,岚皋县,安康市,陕西省,610925,5.54,,1.77
2000.0,20407618,平利县,安康市,陕西省,610926,2.72,,2.01
2000.0,20407619,镇坪县,安康市,陕西省,610927,1.11,,0.94
2000.0,20407621,白河县,安康市,陕西省,610929,2.1,,1.49
2000.0,20406779,永登县,兰州市,甘肃省,620121,14.44,,11.58
2000.0,20406876,皋兰县,兰州市,甘肃省,620122,5.07,,3.78
2000.0,20406877,榆中县,兰州市,甘肃省,620123,10.55,,9.1
2000.0,20406888,靖远县,白银市,甘肃省,620421,4.76,,5.29
2000.0,20406889,会宁县,白银市,甘肃省,620422,4.63,,3.01
2000.0,20406890,景泰县,白银市,甘肃省,620423,7.57,,4.54
2000.0,20406895,清水县,天水市,甘肃省,620521,2.33,,1.94
2000.0,20406896,秦安县,天水市,甘肃省,620522,4.46,,4.94
2000.0,20406897,甘谷县,天水市,甘肃省,620523,6.68,,7.35
2000.0,20406898,武山县,天水市,甘肃省,620524,4.98,,4.39
2000.0,20406899,张家川回族自治县,天水市,甘肃省,620525,2.38,,1.47
2000.0,20407414,临夏县,临夏回族自治州,甘肃省,622921,1.21,,1.8
2000.0,20407415,康乐县,临夏回族自治州,甘肃省,622922,1.85,,1.23
2000.0,20407416,永靖县,临夏回族自治州,甘肃省,622923,4.4,,5.23
2000.0,20407491,广河县,临夏回族自治州,甘肃省,622924,2.9,,
2000.0,20407492,和政县,临夏回族自治州,甘肃省,622925,2.06,,1.23
2000.0,20407493,东乡族自治县,临夏回族自治州,甘肃省,622926,1.63,,0.75
2000.0,20407494,积石山保安族东乡族撒拉族自治县,临夏回族自治州,甘肃省,622927,0.79,,0.93
2000.0,20407496,合作市,甘南藏族自治州,甘肃省,623001,2.6,,3.22
2000.0,20407497,临潭县,甘南藏族自治州,甘肃省,623021,1.56,,1.15
2000.0,20407498,卓尼县,甘南藏族自治州,甘肃省,623022,1.07,,0.68
2000.0,20407499,舟曲县,甘南藏族自治州,甘肃省,623023,0.52,,1.27
2000.0,20407500,迭部县,甘南藏族自治州,甘肃省,623024,1.1,,1.27
2000.0,20407501,玛曲县,甘南藏族自治州,甘肃省,623025,0.62,,0.51
2000.0,20407502,碌曲县,甘南藏族自治州,甘肃省,623026,0.15,,0.33
2000.0,20407503,夏河县,甘南藏族自治州,甘肃省,623027,0.69,,1.0
2000.0,20407337,盐池县,吴忠市,宁夏回族自治区,640323,3.48,,5.15
2000.0,20407338,同心县,吴忠市,宁夏回族自治区,640324,4.06,,3.38
2000.0,20406917,乌什县,阿克苏地区,新疆维吾尔自治区,652927,2.45,,2.17
2000.0,20406919,柯坪县,阿克苏地区,新疆维吾尔自治区,652929,0.18,,0.34
2000.0,20406921,阿图什市,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区,653001,4.91,,5.22
2000.0,20406922,阿克陶县,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区,653022,2.55,,1.24
2000.0,20406923,阿合奇县,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区,653023,0.32,,0.22
2000.0,20406924,乌恰县,克孜勒苏柯尔克孜自治州,新疆维吾尔自治区,653024,0.52,,0.46
2000.0,20407205,喀什市,喀什地区,新疆维吾尔自治区,653101,15.6,,21.5
2000.0,20407206,疏附县,喀什地区,新疆维吾尔自治区,653121,3.71,,1.92
2000.0,20407207,疏勒县,喀什地区,新疆维吾尔自治区,653122,5.9,,4.5
2000.0,20407208,英吉沙县,喀什地区,新疆维吾尔自治区,653123,2.87,,1.57
2000.0,20407210,莎车县,喀什地区,新疆维吾尔自治区,653125,8.14,,9.44
2000.0,20407211,叶城县,喀什地区,新疆维吾尔自治区,653126,5.98,,4.94
2000.0,20407212,麦盖提县,喀什地区,新疆维吾尔自治区,653127,1.91,,3.31
2000.0,20407213,岳普湖县,喀什地区,新疆维吾尔自治区,653128,4.28,,1.48
2000.0,20407214,伽师县,喀什地区,新疆维吾尔自治区,653129,0.74,,2.8
2000.0,20407215,巴楚县,喀什地区,新疆维吾尔自治区,653130,7.76,,5.59
2000.0,20407216,塔什库尔干塔吉克自治县,喀什地区,新疆维吾尔自治区,653131,0.43,,0.16
2000.0,20407218,和田市,和田地区,新疆维吾尔自治区,653201,5.49,,5.34
2000.0,20407219,和田县,和田地区,新疆维吾尔自治区,653221,0.5,,0.7
2000.0,20407220,墨玉县,和田地区,新疆维吾尔自治区,653222,4.96,,2.58
2000.0,20407295,皮山县,和田地区,新疆维吾尔自治区,653223,2.04,,1.48
2000.0,20407296,洛浦县,和田地区,新疆维吾尔自治区,653224,2.06,,1.26
2000.0,20407297,策勒县,和田地区,新疆维吾尔自治区,653225,19.67,,1.06
2000.0,20407298,于田县,和田地区,新疆维吾尔自治区,653226,21.85,,1.28
2000.0,20407299,民丰县,和田地区,新疆维吾尔自治区,653227,0.71,,0.63
2000.0,20407589,托里县,塔城地区,新疆维吾尔自治区,654224,1.87,,1.76
2000.0,20407598,青河县,阿勒泰地区,新疆维吾尔自治区,654325,0.8,,0.67
2000.0,20407599,吉木乃县,阿勒泰地区,新疆维吾尔自治区,654326,0.66,,0.82
2000.0,20407247,叙永县,泸州市,四川省,510524,8.43,8.64,6.58
2000.0,20407248,古蔺县,泸州市,四川省,510525,12.04,7.21,4.31
2000.0,20407265,北川县,绵阳市,四川省,510726,4.6,3.18,2.53
2000.0,20407266,平武县,绵阳市,四川省,510727,3.14,4.24,3.17
2000.0,20407343,元坝区,广元市,四川省,510811,4.83,2.53,
2000.0,20407344,朝天区,广元市,四川省,510812,2.45,1.93,
2000.0,20407345,旺苍县,广元市,四川省,510821,11.79,9.12,7.39
2000.0,20407346,青川县,广元市,四川省,510822,4.06,3.73,2.92
2000.0,20407347,剑阁县,广元市,四川省,510823,10.31,8.82,7.64
2000.0,20407348,苍溪县,广元市,四川省,510824,14.35,13.18,11.39
2000.0,20406694,沐川县,乐山市,四川省,511129,3.9,3.85,2.89
2000.0,20406696,马边彝族自治县,乐山市,四川省,511133,1.37,2.67,2.04
2000.0,20406506,嘉陵区,南充市,四川省,511304,8.66,12.08,
2000.0,20406507,南部县,南充市,四川省,511321,24.65,21.83,19.36
2000.0,20406510,仪陇县,南充市,四川省,511324,13.71,13.14,11.79
2000.0,20406512,阆中市,南充市,四川省,511381,25.92,20.76,17.69
2000.0,20406532,屏山县,宜宾市,四川省,511529,2.73,3.63,2.61
2000.0,20406535,广安区,广安市,四川省,511602,38.63,44.34,
2000.0,20406544,宣汉县,达州市,四川省,511722,12.53,16.81,15.04
2000.0,20406548,万源市,达州市,四川省,511781,8.66,9.81,8.03
2000.0,20406561,巴州区,巴中市,四川省,511902,23.48,21.55,
2000.0,20407358,通江县,巴中市,四川省,511921,9.82,6.28,4.59
2000.0,20407359,南江县,巴中市,四川省,511922,11.96,7.64,6.31
2000.0,20407360,平昌县,巴中市,四川省,511923,13.73,8.21,6.94
2000.0,20407442,汶川县,阿坝藏族羌族自治州,四川省,513221,8.47,7.45,3.76
2000.0,20407443,理县,阿坝藏族羌族自治州,四川省,513222,1.54,2.57,0.92
2000.0,20407444,茂县,阿坝藏族羌族自治州,四川省,513223,2.13,2.26,1.49
2000.0,20407445,松潘县,阿坝藏族羌族自治州,四川省,513224,1.0,2.0,1.03
2000.0,20407446,九寨沟县,阿坝藏族羌族自治州,四川省,513225,1.61,3.45,1.77
2000.0,20407447,金川县,阿坝藏族羌族自治州,四川省,513226,0.84,1.7,1.08
2000.0,20407448,小金县,阿坝藏族羌族自治州,四川省,513227,0.68,1.37,1.37
2000.0,20407449,黑水县,阿坝藏族羌族自治州,四川省,513228,0.83,1.51,0.81
2000.0,20407451,壤塘县,阿坝藏族羌族自治州,四川省,513230,0.78,0.83,0.34
2000.0,20407452,阿坝县,阿坝藏族羌族自治州,四川省,513231,0.38,1.27,0.65
2000.0,20407453,若尔盖县,阿坝藏族羌族自治州,四川省,513232,0.44,1.23,0.71
2000.0,20407454,红原县,阿坝藏族羌族自治州,四川省,513233,0.34,0.74,0.49
2000.0,20407457,泸定县,甘孜藏族自治州,四川省,513322,0.7,3.5,1.79
2000.0,20406999,丹巴县,甘孜藏族自治州,四川省,513323,0.15,1.59,0.66
2000.0,20407000,九龙县,甘孜藏族自治州,四川省,513324,0.23,0.86,0.36
2000.0,20407001,雅江县,甘孜藏族自治州,四川省,513325,0.17,0.92,0.36
2000.0,20407076,道孚县,甘孜藏族自治州,四川省,513326,0.22,0.81,0.37
2000.0,20407077,炉霍县,甘孜藏族自治州,四川省,513327,0.24,1.24,0.28
2000.0,20407078,甘孜县,甘孜藏族自治州,四川省,513328,0.21,0.83,0.4
2000.0,20407079,新龙县,甘孜藏族自治州,四川省,513329,0.05,0.63,0.16
2000.0,20407080,德格县,甘孜藏族自治州,四川省,513330,0.03,0.51,0.11
2000.0,20407081,白玉县,甘孜藏族自治州,四川省,513331,0.1,0.74,0.19
2000.0,20407082,石渠县,甘孜藏族自治州,四川省,513332,0.16,0.52,0.22
2000.0,20407083,色达县,甘孜藏族自治州,四川省,513333,0.17,0.54,0.25
2000.0,20407084,理塘县,甘孜藏族自治州,四川省,513334,0.31,0.79,0.29
2000.0,20407085,巴塘县,甘孜藏族自治州,四川省,513335,0.16,1.22,0.39
2000.0,20407086,乡城县,甘孜藏族自治州,四川省,513336,0.14,0.62,0.2
2000.0,20407087,稻城县,甘孜藏族自治州,四川省,513337,0.05,0.43,0.16
2000.0,20407088,得荣县,甘孜藏族自治州,四川省,513338,0.11,0.4,0.12
2000.0,20407091,木里藏族自治县,凉山彝族自治州,四川省,513422,0.92,2.38,1.33
2000.0,20407092,盐源县,凉山彝族自治州,四川省,513423,2.08,2.85,2.18
2000.0,20407097,普格县,凉山彝族自治州,四川省,513428,1.38,1.58,1.21
2000.0,20407458,布拖县,凉山彝族自治州,四川省,513429,0.94,1.03,0.57
2000.0,20407459,金阳县,凉山彝族自治州,四川省,513430,1.13,0.8,0.43
2000.0,20407460,昭觉县,凉山彝族自治州,四川省,513431,1.38,1.35,1.18
2000.0,20407461,喜德县,凉山彝族自治州,四川省,513432,1.36,1.55,1.24
2000.0,20407463,越西县,凉山彝族自治州,四川省,513434,1.51,2.55,2.34
2000.0,20407464,甘洛县,凉山彝族自治州,四川省,513435,1.88,3.45,2.71
2000.0,20407465,美姑县,凉山彝族自治州,四川省,513436,1.23,1.43,0.98
2000.0,20407539,雷波县,凉山彝族自治州,四川省,513437,2.01,1.99,1.68
2000.0,20407555,六枝特区,六盘水市,贵州省,520203,4.98,,5.96
2000.0,20407563,桐梓县,遵义市,贵州省,520322,6.27,,5.46
2000.0,20407639,正安县,遵义市,贵州省,520324,5.34,,3.44
2000.0,20407640,道真仡佬族苗族自治县,遵义市,贵州省,520325,3.46,,2.96
2000.0,20407641,务川仡佬族苗族自治县,遵义市,贵州省,520326,4.37,,1.88
2000.0,20407642,凤冈县,遵义市,贵州省,520327,4.56,,2.17
2000.0,20407643,湄潭县,遵义市,贵州省,520328,4.13,,5.55
2000.0,20407645,习水县,遵义市,贵州省,520330,11.55,,3.75
2000.0,20407646,赤水市,遵义市,贵州省,520381,5.01,,7.51
2000.0,20407650,西秀区,安顺市,贵州省,520402,7.67,,19.5
2000.0,20407652,普定县,安顺市,贵州省,520422,4.77,,1.45
2000.0,20407653,镇宁布依族苗族自治县,安顺市,贵州省,520423,3.07,,2.29
2000.0,20407654,关岭布依族苗族自治县,安顺市,贵州省,520424,3.35,,1.67
2000.0,20407655,紫云苗族布依族自治县,安顺市,贵州省,520425,21.58,,1.01
2000.0,20406723,普安县,黔西南布依族苗族自治州,贵州省,522323,3.48,,1.37
2000.0,20406724,晴隆县,黔西南布依族苗族自治州,贵州省,522324,2.42,,1.37
2000.0,20406725,贞丰县,黔西南布依族苗族自治州,贵州省,522325,2.25,,1.69
2000.0,20406726,望谟县,黔西南布依族苗族自治州,贵州省,522326,2.76,,0.92
2000.0,20406727,册亨县,黔西南布依族苗族自治州,贵州省,522327,2.08,,0.92
2000.0,20406728,安龙县,黔西南布依族苗族自治州,贵州省,522328,3.21,,2.98
2000.0,20406803,黄平县,黔东南苗族侗族自治州,贵州省,522622,2.92,,2.76
2000.0,20406804,施秉县,黔东南苗族侗族自治州,贵州省,522623,2.06,,1.44
2000.0,20406805,三穗县,黔东南苗族侗族自治州,贵州省,522624,1.75,,1.62
2000.0,20406806,镇远县,黔东南苗族侗族自治州,贵州省,522625,3.69,,2.52
2000.0,20406807,岑巩县,黔东南苗族侗族自治州,贵州省,522626,2.25,,1.3
2000.0,20406808,天柱县,黔东南苗族侗族自治州,贵州省,522627,3.23,,3.65
2000.0,20406809,锦屏县,黔东南苗族侗族自治州,贵州省,522628,1.95,,2.18
2000.0,20406810,剑河县,黔东南苗族侗族自治州,贵州省,522629,1.76,,1.57
2000.0,20406811,台江县,黔东南苗族侗族自治州,贵州省,522630,1.56,,1.17
2000.0,20406812,黎平县,黔东南苗族侗族自治州,贵州省,522631,3.8,,3.24
2000.0,20406813,榕江县,黔东南苗族侗族自治州,贵州省,522632,3.68,,1.94
2000.0,20406814,从江县,黔东南苗族侗族自治州,贵州省,522633,2.51,,1.15
2000.0,20406815,雷山县,黔东南苗族侗族自治州,贵州省,522634,1.58,,1.11
2000.0,20406816,麻江县,黔东南苗族侗族自治州,贵州省,522635,2.92,,1.72
2000.0,20406817,丹寨县,黔东南苗族侗族自治州,贵州省,522636,1.87,,1.04
2000.0,20406821,荔波县,黔南布依族苗族自治州,贵州省,522722,3.96,,1.77
2000.0,20406822,贵定县,黔南布依族苗族自治州,贵州省,522723,8.32,,4.08
2000.0,20406823,瓮安县,黔南布依族苗族自治州,贵州省,522725,5.78,,2.47
2000.0,20406824,独山县,黔南布依族苗族自治州,贵州省,522726,3.83,,3.64
2000.0,20406978,平塘县,黔南布依族苗族自治州,贵州省,522727,3.27,,1.61
2000.0,20406979,罗甸县,黔南布依族苗族自治州,贵州省,522728,4.54,,1.21
2000.0,20406980,长顺县,黔南布依族苗族自治州,贵州省,522729,3.63,,0.97
2000.0,20406981,龙里县,黔南布依族苗族自治州,贵州省,522730,1.65,,1.74
2000.0,20406982,惠水县,黔南布依族苗族自治州,贵州省,522731,3.34,,19.68
2000.0,20406983,三都水族自治县,黔南布依族苗族自治州,贵州省,522732,2.4,,1.41
2000.0,20404715,行唐县,石家庄市,河北省,130125,9.13,,15.27
2000.0,20404716,灵寿县,石家庄市,河北省,130126,8.96,,12.71
2000.0,20404508,赞皇县,石家庄市,河北省,130129,7.92,,9.19
2000.0,20404510,平山县,石家庄市,河北省,130131,14.46,,19.07
2000.0,20404513,青龙满族自治县,秦皇岛市,河北省,130321,7.33,,10.29
2000.0,20404526,大名县,邯郸市,河北省,130425,12.95,,8.7
2000.0,20404535,魏县,邯郸市,河北省,130434,1.02,,8.53
2000.0,20404543,临城县,邢台市,河北省,130522,7.34,,8.11
2000.0,20404550,巨鹿县,邢台市,河北省,130529,11.88,,11.79
2000.0,20404551,新河县,邢台市,河北省,130530,5.04,,5.6
2000.0,20404552,广宗县,邢台市,河北省,130531,3.96,,3.13
2000.0,20404553,平乡县,邢台市,河北省,130532,8.05,,10.01
2000.0,20404554,威县,邢台市,河北省,130533,10.14,,10.66
2000.0,20404566,涞水县,保定市,河北省,130623,6.19,,8.93
2000.0,20404567,阜平县,保定市,河北省,130624,8.12,,7.88
2000.0,20404570,唐县,保定市,河北省,130627,11.24,,15.73
2000.0,20404573,涞源县,保定市,河北省,130630,6.91,,7.21
2000.0,20404574,望都县,保定市,河北省,130631,7.15,,12.9
2000.0,20404576,易县,保定市,河北省,130633,13.18,,15.72
2000.0,20404577,曲阳县,保定市,河北省,130634,8.71,,14.78
2000.0,20404579,顺平县,保定市,河北省,130636,7.53,,8.67
2000.0,20404593,张北县,张家口市,河北省,130722,8.88,,6.32
2000.0,20404594,康保县,张家口市,河北省,130723,4.51,,3.98
2000.0,20404595,沽源县,张家口市,河北省,130724,4.79,,2.34
2000.0,20404596,尚义县,张家口市,河北省,130725,3.6,,3.08
2000.0,20404597,蔚县,张家口市,河北省,130726,16.3,,18.61
2000.0,20404598,阳原县,张家口市,河北省,130727,8.03,,7.27
2000.0,20404599,怀安县,张家口市,河北省,130728,8.0,,7.58
2000.0,20404603,赤城县,张家口市,河北省,130732,6.23,,7.36
2000.0,20404451,承德县,承德市,河北省,130821,11.73,,11.66
2000.0,20404454,滦平县,承德市,河北省,130824,7.33,,7.77
